dataset_id,name,MF1_mean,MF2_var,MF3_std,MF4_skew,MF5_kurt,MF6_h0,MF7_h1,MF8_h2,MF9_h3,MF10_h4,MF11_h5,MF12_h6,MF13_h7,MF14_h8,MF15_h9,MF16_z0,MF17_z1,MF18_z2,MF19_z3
54,vehicle,0.3841640790186877,0.023030410863812325,0.15175773741003232,0.6889210762292177,0.006119714415385058,0.00299,0.07489,0.25814,0.27848,0.16262,0.11685,0.06927,0.02958,0.00627,0.00091,0.68275,0.27339,0.04052,0.00334
151,electricity,0.5597363484865259,0.016761609461466292,0.12946663454908486,0.0216807590937568,-0.36796106618455227,7e-05,0.00077,0.01278,0.13122,0.19209,0.29306,0.19995,0.14388,0.02435,0.00183,0.6617,0.30607,0.03193,0.0003
182,satimage,0.3551921423578463,0.03537601885368605,0.18808513724823142,0.7004120891047945,-0.08245726214636662,0.05651,0.1673,0.23128,0.19483,0.1316,0.09217,0.06461,0.04034,0.0186,0.00276,0.69821,0.25542,0.04482,0.00155
188,eucalyptus,0.41135369978801084,0.03293439216179786,0.1814783517717688,0.26760107152265117,-1.0668155953396155,0.00846,0.107,0.23697,0.17678,0.12004,0.14964,0.13907,0.0567,0.00525,9e-05,0.60784,0.37953,0.01261,2e-05
300,isolet,0.3390341214561536,0.09564861257761895,0.30927109883986725,0.17653894682183083,-1.752538122866685,0.5,0.0,9e-05,0.00676,0.04598,0.1287,0.17192,0.11184,0.032,0.00271,0.67107,0.32867,0.00026,0.0
307,vowel,0.4757786842217489,0.030523183309385502,0.1747088529794226,-0.1384845490003149,-1.0458410738264172,0.00499,0.05633,0.15875,0.16815,0.11562,0.19584,0.21328,0.07719,0.0093,0.00055,0.60038,0.38581,0.0138,1e-05
458,analcatdata_authorship,0.3856929516543828,0.07133484254516245,0.26708583366618766,0.1411783213360723,-1.72905039200363,0.1217,0.3616,0.0167,0.0006,0.02968,0.13075,0.20294,0.1146,0.02023,0.0012,0.55077,0.44867,0.00056,0.0
554,mnist_784,0.35786750982445076,0.11275801749280284,0.3357946061103466,0.11267719900514632,-1.8512257235072165,0.5,0.0001,0.00083,0.00218,0.01189,0.06832,0.18899,0.17133,0.05293,0.00343,0.64474,0.35526,0.0,0.0
1049,pc4,0.2774903923397006,0.011743993021410352,0.10836970527509222,0.989451010927254,1.8373201021369878,0.0093,0.2497,0.38585,0.207,0.11752,0.02381,0.00413,0.00069,0.00136,0.00064,0.69491,0.26969,0.02878,0.00662
1050,pc3,0.26026878082415444,0.006113891359709266,0.07819137650476084,1.0056145745151364,3.5543639820562127,0.00108,0.23899,0.47487,0.24041,0.04098,0.00248,0.00055,8e-05,0.0,0.00056,0.67262,0.29924,0.02408,0.00406
1053,jm1,0.30264166564116,0.011032574041671439,0.10503606067285387,0.22401204124050134,0.06843064796025233,0.02996,0.05839,0.45998,0.23585,0.19201,0.02268,0.00061,0.00017,0.0,0.00035,0.72177,0.23649,0.04067,0.00107
1063,kc2,0.20533114281381587,0.00460526676140177,0.06786211580404615,3.6516099944560008,33.83789464459381,0.00412,0.50399,0.4417,0.04023,0.00329,0.00472,1e-05,2e-05,5e-05,0.00187,0.79112,0.19454,0.00514,0.0092
1067,kc1,0.20736176196245673,0.005809740359488009,0.07622165282574243,1.5758962806017232,7.415709971666708,0.03785,0.47737,0.40249,0.06236,0.01251,0.00548,0.00121,0.00012,0.00027,0.00034,0.7301,0.23606,0.01989,0.01395
1068,pc1,0.20287578487085958,0.003852421342501473,0.06206787689700263,3.133065679252147,27.46375986621044,0.00255,0.54938,0.40432,0.03714,0.00352,0.00044,0.00086,0.00095,0.0001,0.00074,0.77673,0.20426,0.01146,0.00755
1461,bank-marketing,0.5927749232884556,0.022053890691182,0.14850552410998724,-0.060929747237108096,-1.031246980960645,0.00011,0.00047,0.00642,0.10514,0.19947,0.20194,0.20551,0.20842,0.07224,0.00028,0.58759,0.40579,0.0064,0.00022
1462,banknote-authentication,0.5637066338103954,0.024855672251824307,0.15765681796809267,-0.7714010836284648,1.1069864815854462,0.00753,0.02549,0.04675,0.0,0.16695,0.33299,0.26884,0.06778,0.08138,0.00229,0.68109,0.28202,0.02936,0.00753
1464,blood-transfusion-service-center,0.5084753878790783,0.022277518407684292,0.14925655231072535,-0.23183755574367235,0.4334519692629879,0.02159,0.00254,0.09726,0.03153,0.392,0.21988,0.06411,0.16438,0.00473,0.00198,0.69273,0.27701,0.02546,0.0048
1468,cnae-9,0.2184553886952521,0.046885068361973134,0.21652960158364754,0.3852673454312955,-1.296920517320557,0.49672,0.00834,0.05932,0.16487,0.16287,0.07782,0.02178,0.00686,0.00131,0.00011,0.78844,0.19615,0.0152,0.00021
1475,first-order-theorem-proving,0.28181131027338446,0.031062133111804006,0.17624452647331776,1.3386082678161388,0.7867279046967477,0.0381,0.42942,0.23409,0.08821,0.06053,0.05415,0.05498,0.03587,0.00431,0.00034,0.78164,0.14074,0.07395,0.00367
1478,har,0.22065826098370314,0.0404188832741971,0.20104448083495627,0.7721554798420407,-0.6955621648468213,0.50001,0.03574,0.15478,0.06909,0.10421,0.09223,0.03498,0.00752,0.00112,0.00032,0.77412,0.19476,0.03009,0.00103
1480,ilpd,0.5186095223693816,0.012761804287021917,0.11296815607516092,-0.04615946004961806,-0.06614383466833962,0.00028,0.00246,0.0189,0.13761,0.2672,0.33421,0.1945,0.03756,0.00628,0.001,0.65774,0.31202,0.02541,0.00483
1485,madelon,0.4246428051601781,0.15892226399547965,0.3986505537378315,0.007224078324098829,-1.9894498283404976,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10508,0.39276,0.00216,0.52481,0.47519,0.0,0.0
1486,nomao,0.24747274699629793,0.026842412606861536,0.16383654234285322,0.9310211525523485,0.31129415241501057,0.16149,0.36103,0.10997,0.16721,0.12562,0.04726,0.01442,0.0075,0.00501,0.00049,0.74265,0.2227,0.02453,0.01012
1487,ozone-level-8hr,0.3021055084801437,0.02744836029768658,0.1656754667948353,0.7778747063457636,-0.07248935503003695,0.05546,0.29703,0.20615,0.16732,0.13547,0.07885,0.04055,0.01519,0.00354,0.00044,0.69961,0.2572,0.03913,0.00406
1489,phoneme,0.616536636614378,0.03175784101081202,0.17820729786069936,-0.7879763795829587,0.2765811377294116,0.01228,0.02537,0.04803,0.07522,0.0945,0.14295,0.23683,0.25086,0.09768,0.01628,0.71652,0.24579,0.03539,0.0023
1494,qsar-biodeg,0.28119916796388006,0.011958734890719446,0.10935600070741178,1.4923430238761002,2.3952833178375386,0.00244,0.17727,0.53711,0.13917,0.08719,0.04009,0.01197,0.00414,0.00056,6e-05,0.77325,0.16916,0.04279,0.0148
1497,wall-robot-navigation,0.422873431583678,0.05116400837554008,0.22619462499259368,0.14332553934075676,-1.5398586949750401,0.02332,0.17221,0.27775,0.03445,0.03474,0.12961,0.20263,0.10715,0.01747,0.00067,0.58781,0.41051,0.00168,0.0
1501,semeion,0.4112762316133164,0.14572903308401247,0.38174472240492396,0.04261171492294825,-1.9444081775887805,0.5,0.0,0.0,0.0001,0.00081,0.00528,0.03912,0.21888,0.224,0.01181,0.52426,0.47574,0.0,0.0
1510,wdbc,0.3384492016735041,0.014995186134225109,0.12245483303743103,1.2326734388697118,2.004033044392461,0.00235,0.06881,0.38107,0.30853,0.12814,0.0697,0.0263,0.01071,0.00352,0.00087,0.74318,0.2063,0.03618,0.01434
1590,adult,0.4914832908017174,0.016303695940596837,0.12768592694810513,-0.023224717666846396,-1.1245208569078902,6e-05,0.00052,0.06027,0.22893,0.24456,0.16526,0.29508,0.0048,0.0005,2e-05,0.66711,0.32818,0.00455,0.00016
4134,Bioresponse,0.2591507164156518,0.06796240070969596,0.260695992891521,0.3776342970947712,-1.4186959170042293,0.50016,0.00259,0.02364,0.07758,0.15282,0.12968,0.07268,0.03266,0.00775,0.00044,0.76462,0.22293,0.01245,0.0
4538,GesturePhaseSegmentationProcessed,0.32890029425786377,0.029358439993305382,0.17134304769469166,-0.2705389982994659,-1.1323840692611684,0.13661,0.16227,0.11697,0.1197,0.29761,0.15668,0.00651,0.0022,0.00096,0.00049,0.5956,0.39946,0.00407,0.00087
6332,cylinder-bands,0.42765165791502974,0.028856390733019162,0.16987168902739255,0.3069914308190147,-0.8454039237651325,0.00398,0.06055,0.21372,0.22586,0.13462,0.16501,0.1377,0.04757,0.01016,0.00083,0.63026,0.34687,0.02266,0.00021
23517,numerai28.6,0.375384333479203,0.046628749421990516,0.21593691074476015,0.20507125187904607,-1.4247941517492562,0.05226,0.28249,0.16113,0.01627,0.10108,0.19556,0.13652,0.04627,0.00782,0.0006,0.59112,0.40165,0.00723,0.0
40499,texture,0.2207793028946226,0.011567036097646925,0.10755015619536275,1.2792656433058036,1.7071721130959077,0.06585,0.47956,0.25801,0.11345,0.05932,0.01899,0.00431,0.00035,0.00012,4e-05,0.73882,0.2072,0.04116,0.01282
40701,churn,0.48324268474843857,0.028596084052840125,0.16910376711605252,0.008038117220498348,-1.0985876236739935,0.00112,0.02705,0.1336,0.22195,0.13816,0.16345,0.20972,0.0935,0.01114,0.00031,0.60254,0.38537,0.01207,2e-05
40923,Devnagari-Script,0.3753559714833698,0.12942217552373786,0.35975293678264514,0.06072929754829663,-1.9192892079553678,0.5,0.0,0.0,0.0001,0.00137,0.0194,0.1401,0.25233,0.08307,0.00363,0.628,0.372,0.0,0.0
40927,CIFAR_10,0.22144434651230177,0.048183572088379915,0.21950756726905776,0.3263458856145169,-1.4321930557362559,0.5,0.00048,0.03561,0.1765,0.1791,0.07857,0.02351,0.00514,0.00092,0.00017,0.79822,0.18965,0.01189,0.00024
40966,MiceProtein,0.29985091601270425,0.0327132381192991,0.18086801297990504,0.4083745471935109,-1.1696388326284615,0.07568,0.41158,0.0322,0.11084,0.20254,0.1205,0.03743,0.00794,0.00113,0.00016,0.63405,0.34848,0.01694,0.00053
40978,Internet-Advertisements,0.5203039177017874,0.018608049986829488,0.13641132646092657,1.0045138159688685,0.7024610371730473,0.00206,0.0,0.02267,0.0,0.54006,0.24098,0.04862,0.05985,0.08128,0.00448,0.80965,0.10245,0.08267,0.00523
40979,mfeat-pixel,0.3906918126285673,0.12221389864760829,0.3495910448618618,0.11807449554211795,-1.847078030658819,0.49982,0.00018,0.00014,0.00262,0.0114,0.03635,0.11935,0.1987,0.11397,0.01747,0.59414,0.40586,0.0,0.0
40982,steel-plates-fault,0.3794136880408674,0.035617037563102534,0.18872476669240457,0.3265849983178435,-1.3468191036252333,0.00501,0.20227,0.28092,0.07326,0.09199,0.1706,0.14311,0.03203,0.00057,0.00024,0.58931,0.40585,0.00474,0.0001
40983,wilt,0.5182140490983971,0.030347995009227628,0.17420675936721752,0.062013508461888765,-1.795588175397815,3e-05,0.00027,0.0325,0.40533,0.07015,0.03098,0.09989,0.36065,2e-05,0.00018,0.40211,0.59743,0.00046,0.0
40984,segment,0.4561289053700806,0.02410113210983489,0.15524539320003955,1.2081475090497946,1.3610373852600093,0.00031,0.00538,0.09522,0.30504,0.31098,0.14212,0.05326,0.02453,0.04618,0.01698,0.76211,0.16572,0.06394,0.00823
40994,climate-model-simulation-crashes,0.44901185664403337,0.0707667167233114,0.26602014345404634,0.05260129453012329,-1.7867505393044272,0.01899,0.26099,0.21212,0.0079,0.0011,0.03402,0.19045,0.2255,0.04744,0.00149,0.54775,0.45224,1e-05,0.0
40996,Fashion-MNIST,0.2826307196663246,0.07633795791245307,0.27629324623025636,0.28866476695949,-1.5998455193664982,0.5,0.00043,0.01241,0.05809,0.1106,0.14279,0.12215,0.04649,0.00683,0.00021,0.75881,0.23841,0.00278,0.0
41027,jungle_chess_2pcs_raw_endgame_complete,0.4893291711530629,0.04392405121316455,0.20958065562728959,-0.13174846233161414,-1.1889032751886188,0.01686,0.07635,0.13225,0.16716,0.10986,0.10641,0.19123,0.16166,0.03674,0.00148,0.60613,0.3846,0.00927,0.0
