dataset_id,name,MF1_mean,MF2_var,MF3_std,MF4_skew,MF5_kurt,MF6_h0,MF7_h1,MF8_h2,MF9_h3,MF10_h4,MF11_h5,MF12_h6,MF13_h7,MF14_h8,MF15_h9,MF16_z0,MF17_z1,MF18_z2,MF19_z3
1068,pc1,0.24340564195974676,0.004371274491555957,0.06611561458200292,2.2161458394210976,16.402325676581043,0.00089,0.32566,0.47021,0.19481,0.00511,0.00066,0.00066,0.00099,0.00027,0.00074,0.72459,0.26358,0.00606,0.00577
1461,bank-marketing,0.6494355298308031,0.0217440206410455,0.14745853871867,-0.14789904875062704,-1.1978459448880745,5e-05,0.00036,0.00125,0.03122,0.1624,0.22006,0.16628,0.1646,0.2534,0.00038,0.53919,0.45577,0.00457,0.00047
1462,banknote-authentication,0.5747280400378425,0.028319266527934588,0.16828329248007537,-1.0610071216318813,1.5037950139632006,0.03302,0.00783,0.03892,0.02132,0.14563,0.31983,0.16684,0.18294,0.08138,0.00229,0.76157,0.19589,0.03501,0.00753
1464,blood-transfusion-service-center,0.5147519157547239,0.025536736117924397,0.15980217807628405,-0.5022080236644296,0.3276465435206637,0.02413,0.0,0.09726,0.03153,0.392,0.13863,0.14536,0.16438,0.00473,0.00198,0.70018,0.27084,0.02453,0.00445
1468,cnae-9,0.21848071537277333,0.046879219171915135,0.21651609448702683,0.38525366050103643,-1.2968141743048018,0.49672,0.00834,0.05932,0.16487,0.16287,0.07782,0.02178,0.00686,0.00131,0.00011,0.78775,0.19684,0.0152,0.00021
1475,first-order-theorem-proving,0.30771165716357496,0.027361988400141868,0.1654145954870424,1.3587358095737758,0.9773482658202988,0.01885,0.19706,0.47498,0.09172,0.06332,0.05577,0.05487,0.03831,0.00476,0.00036,0.77463,0.14715,0.07365,0.00457
1478,har,0.22751841176698281,0.03811795208613713,0.19523819320547178,0.8126714762503751,-0.6153297545853009,0.50001,0.03574,0.15477,0.0691,0.10421,0.09223,0.03498,0.00752,0.00112,0.00032,0.77338,0.19302,0.0324,0.0012
1480,ilpd,0.5934446522142216,0.01318104390077243,0.11480872745907617,-0.37856106804731177,-0.4984355849864137,0.00013,0.00095,0.00462,0.04052,0.20285,0.22891,0.30566,0.20699,0.00799,0.00138,0.62292,0.35353,0.0204,0.00315
1485,madelon,0.43128393523959035,0.1548642008608424,0.39352789082966205,0.006874148110608766,-1.988804378850537,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09694,0.40071,0.00235,0.52031,0.47969,0.0,0.0
1486,nomao,0.26029725324237574,0.025546367887186196,0.15983231177451634,0.9360543632722692,0.3799568996387608,0.08673,0.43003,0.10154,0.16779,0.13386,0.05119,0.01558,0.00752,0.00524,0.00052,0.73158,0.23339,0.02467,0.01036
1487,ozone-level-8hr,0.33256918306027905,0.023856190938201256,0.15445449471673284,0.7374389896566329,0.18612139222025448,0.03305,0.13622,0.3649,0.16127,0.15019,0.08753,0.04535,0.01707,0.00392,0.0005,0.70629,0.24889,0.04012,0.0047
1489,phoneme,0.6194801024234249,0.04023524107202272,0.2005872405513938,-0.9141468520161791,0.320106374843935,0.01973,0.04128,0.03246,0.05948,0.0775,0.11781,0.23098,0.26225,0.10988,0.04863,0.74377,0.19522,0.05871,0.0023
1494,qsar-biodeg,0.3012901001347796,0.010375596698556337,0.10186067297321541,1.5046250376730652,2.878599679588998,0.0016,0.08292,0.58429,0.17945,0.09209,0.04207,0.01265,0.00427,0.0006,6e-05,0.76976,0.17232,0.04194,0.01598
1497,wall-robot-navigation,0.45044850779601364,0.04613432248314179,0.21478901853479798,0.05275029137164492,-1.397982195107889,0.02174,0.09997,0.21652,0.16403,0.029,0.11381,0.20925,0.12398,0.02092,0.00078,0.598,0.40027,0.00173,0.0
1501,semeion,0.4112762316133164,0.14572903308401247,0.38174472240492396,0.04261171492294825,-1.9444081775887805,0.5,0.0,0.0,0.0001,0.00081,0.00528,0.03912,0.21888,0.224,0.01181,0.52426,0.47574,0.0,0.0
1510,wdbc,0.38418352184662474,0.012362759951469128,0.11118794876905108,1.079028952492299,2.372175261708124,0.0015,0.02417,0.15336,0.48844,0.19609,0.08662,0.03246,0.01208,0.0043,0.00098,0.75164,0.19106,0.04265,0.01465
1590,adult,0.5329335495618921,0.017325936118970073,0.13162802178476313,-0.18357355597011488,-1.3396562332091768,4e-05,0.00047,0.01711,0.1985,0.22084,0.15532,0.29897,0.10805,0.00067,3e-05,0.49255,0.50417,0.00312,0.00016
4134,Bioresponse,0.25945165981046253,0.06782383865415038,0.2604301032026643,0.378334559867545,-1.4174829804451765,0.50016,0.00259,0.02364,0.07756,0.15284,0.12967,0.07269,0.03266,0.00775,0.00044,0.76462,0.22286,0.01252,0.0
4538,GesturePhaseSegmentationProcessed,0.3749621930826126,0.03700885285995983,0.192376851154082,-0.3447484104752146,-1.4077042427158106,0.10523,0.17132,0.11703,0.06983,0.09289,0.43288,0.00695,0.00234,0.00104,0.00049,0.602,0.39565,0.00214,0.00021
6332,cylinder-bands,0.4812057259054181,0.02075339864419697,0.14406039929209197,0.21223815760784503,-0.450384710813617,0.00063,0.01324,0.082,0.22099,0.25917,0.19356,0.15787,0.0593,0.0123,0.00094,0.65562,0.30892,0.03483,0.00063
23517,numerai28.6,0.3918495029283741,0.04572347866364128,0.2138304904910459,0.10566091142375009,-1.3491182576246648,0.06106,0.19837,0.18923,0.05814,0.08497,0.19563,0.15022,0.05293,0.00882,0.00063,0.59122,0.40265,0.00613,0.0
40499,texture,0.25841884147037286,0.010031749346380302,0.10015862092890608,1.1829262484335417,1.899727135713615,0.01815,0.24762,0.49796,0.13047,0.07565,0.02362,0.00584,0.00052,0.00013,4e-05,0.73622,0.20889,0.04184,0.01305
40701,churn,0.5201129411650722,0.02489712761839526,0.157788236628702,-0.2135712383106344,-0.7696415506301393,0.00115,0.01701,0.07625,0.16438,0.1811,0.19648,0.23156,0.11643,0.01528,0.00036,0.63329,0.34164,0.02487,0.0002
40923,Devnagari-Script,0.37738149984771246,0.12828282439016567,0.35816591740444215,0.06090981570946474,-1.9186362325423272,0.5,0.0,0.0,0.0001,0.00133,0.01911,0.13939,0.25281,0.08362,0.00364,0.60875,0.39125,0.0,0.0
40927,CIFAR_10,0.22479689300131242,0.04774839377026914,0.2185140585185977,0.3261612236992409,-1.4313507346886178,0.5,0.00037,0.03281,0.17403,0.18167,0.08082,0.02397,0.00522,0.00094,0.00017,0.79314,0.19473,0.01189,0.00024
40966,MiceProtein,0.3325646702433347,0.02786776944281583,0.1669364233557669,0.4042493985724047,-1.0421597974980676,0.01382,0.30175,0.19598,0.0849,0.20454,0.14279,0.04532,0.00939,0.00133,0.00018,0.63059,0.34959,0.01905,0.00077
40978,Internet-Advertisements,0.5262549246527377,0.02072409719329011,0.14395866487742276,0.6772884110162908,0.32782565445996603,0.00206,0.0,0.02267,0.0,0.54006,0.1422,0.1474,0.05985,0.08128,0.00448,0.81858,0.07122,0.10603,0.00417
40979,mfeat-pixel,0.39478027243448827,0.12038510322404904,0.34696556489664654,0.11768662392229705,-1.845431118343147,0.49569,0.00431,0.00012,0.00241,0.01108,0.03544,0.11781,0.19967,0.11573,0.01774,0.58347,0.41653,0.0,0.0
40982,steel-plates-fault,0.4064287642232964,0.03169901189443197,0.17804216324913594,0.286678610925076,-1.2763794186462945,0.00105,0.10894,0.27053,0.16914,0.08409,0.16478,0.16014,0.04039,0.0007,0.00024,0.58522,0.40919,0.00546,0.00013
40983,wilt,0.5612252391716852,0.026930077003976934,0.1641038604176542,-0.009850151825619352,-1.8427171715417874,8e-05,0.00019,0.00077,0.26718,0.22427,0.02013,0.1263,0.36088,1e-05,0.00019,0.3866,0.61294,0.00043,3e-05
40984,segment,0.5056103946207141,0.019548633189143644,0.13981642675001976,1.1072665244515292,1.4880922509050265,0.0002,0.00132,0.03077,0.16325,0.3471,0.29306,0.07063,0.02726,0.04629,0.02012,0.75642,0.17056,0.06411,0.00891
40994,climate-model-simulation-crashes,0.47603320075641603,0.065164813153471,0.25527399623438146,6.209022107797771e-05,-1.7257928694633924,0.01324,0.15571,0.25217,0.07649,0.00274,0.01995,0.16373,0.25268,0.06139,0.0019,0.54986,0.45013,1e-05,0.0
40996,Fashion-MNIST,0.2860889720301981,0.07509847022047891,0.2740410009843033,0.2909932387768003,-1.594549729256259,0.5,0.0004,0.01204,0.05711,0.11043,0.14306,0.12264,0.04718,0.00693,0.00021,0.73933,0.25776,0.00291,0.0
41027,jungle_chess_2pcs_raw_endgame_complete,0.4897062900913287,0.0467282515569109,0.21616718427391077,-0.2799070134080529,-1.0509555261743244,0.03651,0.08023,0.12276,0.12693,0.11141,0.13034,0.19194,0.16166,0.03674,0.00148,0.61146,0.37269,0.01585,0.0
