dataset_id,name,MF1_mean,MF2_var,MF3_std,MF4_skew,MF5_kurt,MF6_h0,MF7_h1,MF8_h2,MF9_h3,MF10_h4,MF11_h5,MF12_h6,MF13_h7,MF14_h8,MF15_h9,MF16_z0,MF17_z1,MF18_z2,MF19_z3
151,electricity,0.42564664593990004,0.03182618601405052,0.17839895183002202,0.35912509960172123,-0.7021160648092581,0.00433,0.10881,0.18648,0.20297,0.16693,0.14465,0.09423,0.07432,0.01638,0.0009,0.62817,0.34781,0.02396,6e-05
182,satimage,0.275822596271173,0.03851765054025533,0.19625914129093536,1.0666067894997477,0.2602318430626429,0.14365,0.38232,0.10968,0.12067,0.08762,0.06651,0.04625,0.02859,0.01284,0.00187,0.75104,0.19287,0.05136,0.00473
188,eucalyptus,0.3727845958900526,0.039942119799744186,0.1998552471158668,0.35812100483481024,-1.2484425419269263,0.01854,0.24894,0.21984,0.0788,0.10219,0.15331,0.12573,0.04846,0.00411,8e-05,0.59428,0.39528,0.01043,1e-05
300,isolet,0.32531657865277447,0.10042814325739191,0.31690399690977694,0.17518384999634512,-1.7576832012727017,0.5,0.0,0.00019,0.00879,0.05074,0.13321,0.16772,0.10656,0.03027,0.00252,0.75248,0.2473,0.00022,0.0
307,vowel,0.3810125536121323,0.03711498910180677,0.192652508682879,0.19396197539379795,-1.2790355000814446,0.01862,0.21955,0.211,0.07165,0.12781,0.19606,0.11909,0.03179,0.00404,0.00039,0.57881,0.4119,0.00922,7e-05
458,analcatdata_authorship,0.36329961210157935,0.08313355296145276,0.288328897201534,0.13313622940911532,-1.780904746542021,0.37825,0.12157,0.00018,0.00059,0.02952,0.13065,0.20297,0.11479,0.02028,0.0012,0.55,0.44975,0.00025,0.0
554,mnist_784,0.34889325779687597,0.11444358827498585,0.3382951200874554,0.11655987567304435,-1.8483048961998858,0.5,0.00015,0.00092,0.00258,0.01452,0.07622,0.19104,0.16242,0.04898,0.00317,0.74367,0.25633,0.0,0.0
1049,pc4,0.21349208972920747,0.015181839164515942,0.1232146061330228,0.9940385067634926,1.3039876188000443,0.18136,0.36802,0.20837,0.15558,0.06953,0.01212,0.00246,0.00074,0.0013,0.00052,0.68459,0.28216,0.02722,0.00603
1050,pc3,0.17270062552629176,0.007773991248160655,0.08817024015029479,1.127842339566101,3.3644576396938737,0.22384,0.43321,0.24323,0.09149,0.00661,0.00051,0.00055,0.0,1e-05,0.00055,0.68443,0.28707,0.0244,0.0041
1053,jm1,0.18952028310883515,0.006760395060085721,0.08222162160943873,0.9762062232439416,2.5035642963572373,0.09689,0.50452,0.28851,0.10206,0.00653,0.00067,0.00045,2e-05,1e-05,0.00034,0.6731,0.29409,0.03057,0.00224
1063,kc2,0.12094034994933682,0.004557641237715016,0.06751030467798984,5.178676148500926,53.43463385689177,0.38967,0.54662,0.05136,0.00462,0.00295,0.00283,2e-05,1e-05,5e-05,0.00187,0.85358,0.12984,0.00526,0.01132
1067,kc1,0.15489181740642152,0.005731131626099914,0.07570423783448264,2.2717120982101773,11.26114851971695,0.21586,0.57679,0.16772,0.02419,0.01002,0.00413,0.00059,0.00012,0.00024,0.00034,0.78745,0.17476,0.01961,0.01818
1068,pc1,0.11295192459193282,0.0036403355712897665,0.06033519347188477,4.808836548900368,49.606094045270176,0.49731,0.45161,0.04162,0.00601,0.00079,4e-05,0.00089,0.00095,7e-05,0.00071,0.86081,0.11688,0.01219,0.01012
1461,bank-marketing,0.48987691363945135,0.01584666935443715,0.12588355474182142,-0.0833563965612115,-0.037008510575594844,0.00075,0.0126,0.04998,0.18021,0.2666,0.29617,0.15067,0.03623,0.00651,0.00028,0.66515,0.28425,0.04903,0.00157
1462,banknote-authentication,0.3579818037293641,0.029652938788646506,0.17220028684252098,0.3969450698306213,-0.2811239812523416,0.02264,0.16137,0.19432,0.19681,0.2226,0.10946,0.05847,0.02595,0.00709,0.00129,0.65292,0.29112,0.0539,0.00206
1464,blood-transfusion-service-center,0.20765384638640166,0.016087395968369497,0.1268360988377106,1.4007801265002298,3.5379987215699034,0.16443,0.36133,0.32072,0.0797,0.04296,0.01869,0.00545,0.00336,0.00255,0.00081,0.7272,0.22766,0.03182,0.01332
1468,cnae-9,0.212702035329555,0.0489460658517171,0.22123757784724796,0.3821871644055011,-1.3386495727623777,0.49995,0.00511,0.05932,0.16739,0.16035,0.07783,0.02177,0.00686,0.00131,0.00011,0.792,0.19319,0.01466,0.00015
1475,first-order-theorem-proving,0.25368623929023215,0.03512530885923411,0.18741747212902565,1.2997215671720437,0.6200387064075361,0.121,0.48192,0.11323,0.08355,0.05691,0.053,0.05451,0.03158,0.00397,0.00033,0.79078,0.13281,0.07339,0.00302
1478,har,0.21061673006554693,0.042292415645451074,0.20565119898860565,0.7524075274522624,-0.732287742978933,0.50002,0.04292,0.15484,0.06541,0.10591,0.08897,0.03334,0.0072,0.00107,0.00032,0.77501,0.19494,0.02908,0.00097
1480,ilpd,0.42377302638766917,0.013742516853709062,0.11722848141006119,0.3464554249642622,1.409793902238265,0.00401,0.02573,0.09631,0.27216,0.39439,0.13941,0.04521,0.01634,0.00555,0.00089,0.74773,0.18999,0.05283,0.00945
1485,madelon,0.41814227423999983,0.16336189394649012,0.4041805214832725,0.007307593425383056,-1.9898971189236323,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11073,0.38722,0.00205,0.53331,0.46669,0.0,0.0
1486,nomao,0.20927807201943116,0.02768322933221716,0.1663827795543071,1.0418696726521253,0.5750612191227393,0.47224,0.08938,0.13771,0.15595,0.08923,0.0333,0.01049,0.00709,0.00418,0.00043,0.81017,0.15285,0.02578,0.0112
1487,ozone-level-8hr,0.23933253272861824,0.03191693201470989,0.17865310524787945,0.8763889369787939,-0.07302443195099118,0.28899,0.23227,0.1305,0.14814,0.0996,0.05707,0.02949,0.01104,0.00258,0.00032,0.72216,0.23319,0.04018,0.00447
1489,phoneme,0.42747346400921304,0.0400752012328537,0.20018791480220202,-0.08577388991600475,-0.9473574782136152,0.05261,0.10301,0.17328,0.12149,0.13612,0.18196,0.14674,0.0734,0.01087,0.00052,0.62326,0.35769,0.01905,0.0
1494,qsar-biodeg,0.25389687370346087,0.015209477777726542,0.1233267115337409,1.30233876412664,1.5162594984757174,0.02063,0.41493,0.29103,0.13629,0.08272,0.03847,0.01131,0.00404,0.00052,6e-05,0.75286,0.19301,0.04261,0.01152
1497,wall-robot-navigation,0.36184138822762185,0.05923001896458611,0.2433721819859166,0.2399180436588105,-1.6079535656032602,0.08605,0.39934,0.01913,0.01813,0.0722,0.1626,0.16608,0.06625,0.00974,0.00048,0.59022,0.40733,0.00245,0.0
1501,semeion,0.4014901255529655,0.14565748358320615,0.3816509970944739,0.047902869854588984,-1.940829886018256,0.5,0.0,2e-05,0.00017,0.00125,0.00748,0.05316,0.22465,0.20328,0.00999,0.62113,0.37887,0.0,0.0
1510,wdbc,0.24435732581568348,0.022442519614726136,0.14980827618902146,1.1503440936557043,1.202200347435209,0.1359,0.35374,0.21607,0.13603,0.08888,0.04156,0.01637,0.00824,0.00249,0.00072,0.72011,0.23312,0.03472,0.01205
1590,adult,0.3710535041809318,0.008837884219474252,0.09401002190976371,0.18717877585700948,1.1384087383505381,0.00333,0.02867,0.20454,0.43224,0.27719,0.04159,0.00811,0.00386,0.00045,2e-05,0.67777,0.27877,0.03306,0.0104
4134,Bioresponse,0.2551683217001281,0.06899193198096362,0.2626631530705508,0.3754889200081694,-1.4232691817056349,0.50018,0.00295,0.02481,0.07959,0.14987,0.13185,0.07038,0.03229,0.00764,0.00044,0.76458,0.22322,0.0122,0.0
4538,GesturePhaseSegmentationProcessed,0.29056501681002034,0.021603173046137843,0.14698017909275332,-0.07634512645433655,-0.5637649594297081,0.13753,0.17275,0.16076,0.24712,0.25564,0.01604,0.00651,0.0022,0.00096,0.00049,0.61354,0.37497,0.00877,0.00272
6332,cylinder-bands,0.41472029662135407,0.04178171457549719,0.20440575964364896,0.21258870096646068,-1.3016836486648384,0.01085,0.16046,0.24734,0.09291,0.08032,0.15673,0.16886,0.06784,0.01357,0.00112,0.58513,0.40569,0.00918,0.0
23517,numerai28.6,0.31257127544700436,0.052147116965382344,0.2283574324723904,0.30983153724910656,-1.437910013719341,0.27058,0.22814,0.00589,0.05518,0.154,0.16534,0.08804,0.02763,0.00474,0.00046,0.61017,0.38021,0.0096,2e-05
40499,texture,0.15938593700435003,0.013792001042488879,0.11743935048563951,1.3855074492249158,1.6129028702760664,0.42683,0.29735,0.13599,0.08786,0.03687,0.01206,0.00267,0.00023,0.00011,3e-05,0.79847,0.14577,0.0429,0.01286
40701,churn,0.37193414632648514,0.03676487132588883,0.19174167863531608,0.2923976021029147,-1.2659081021234804,0.01452,0.24537,0.21833,0.06476,0.12971,0.17823,0.11274,0.03288,0.00334,0.00012,0.59685,0.39225,0.01087,3e-05
40923,Devnagari-Script,0.3665943381203414,0.13158593106091582,0.3627477512830587,0.06265754959102265,-1.9175353637989967,0.5,0.0,0.0,0.00015,0.00177,0.02402,0.15117,0.24397,0.07563,0.00329,0.73627,0.26373,0.0,0.0
40927,CIFAR_10,0.21299002866728398,0.048386328789616365,0.2199689268729026,0.3347348953373615,-1.4160721857175216,0.5,0.00096,0.04605,0.18403,0.16905,0.0724,0.02177,0.00469,0.00089,0.00016,0.79854,0.18885,0.01235,0.00026
40966,MiceProtein,0.25443116242471986,0.04029373396238142,0.20073299171382222,0.38537500960211785,-1.2900134281180347,0.43747,0.06738,0.03506,0.14226,0.18818,0.0936,0.0288,0.00612,0.00098,0.00015,0.63156,0.35346,0.01462,0.00036
40978,Internet-Advertisements,0.32687516844331344,0.014444745210979857,0.1201862937733744,1.2452295683537313,3.3441068878946627,0.02458,0.12244,0.2869,0.40819,0.08072,0.04097,0.02879,0.00179,0.00205,0.00357,0.74174,0.20742,0.0431,0.00774
40979,mfeat-pixel,0.37382440421912017,0.12560322955272005,0.35440545925919376,0.12817111828274338,-1.8409127116275916,0.5,0.0,0.00041,0.00415,0.01441,0.045,0.13097,0.18928,0.10068,0.0151,0.71041,0.28959,0.0,0.0
40982,steel-plates-fault,0.31409221705475915,0.04515475579227369,0.21249648418803002,0.3661300044054699,-1.4293324522954982,0.14463,0.33848,0.05507,0.06265,0.11292,0.16897,0.10033,0.01644,0.00028,0.00023,0.60574,0.39023,0.00395,8e-05
40983,wilt,0.3400648286566208,0.007067201553631353,0.08406664947308982,0.0774282893825321,-0.7055192568373716,0.00378,0.01035,0.37307,0.23962,0.37035,0.0023,0.00033,0.0,3e-05,0.00017,0.44689,0.5449,0.00762,0.00059
40984,segment,0.3607957938141575,0.03380397866101105,0.18385858332156008,1.3369440494849107,1.3218008861110437,0.00476,0.12876,0.35139,0.22071,0.11426,0.07151,0.02998,0.02308,0.0435,0.01205,0.77659,0.1507,0.06474,0.00797
40994,climate-model-simulation-crashes,0.4050022771779825,0.08164668852907937,0.2857388467273559,0.0863997342532598,-1.8262133230389712,0.12021,0.36784,0.01195,7e-05,0.00501,0.06576,0.21653,0.17923,0.0323,0.0011,0.53981,0.46017,2e-05,0.0
40996,Fashion-MNIST,0.27672760988108897,0.07662716947302203,0.2768161293585004,0.29553646701629643,-1.5926604393220012,0.5,0.00072,0.01483,0.06169,0.11238,0.14178,0.11839,0.04353,0.00648,0.0002,0.76475,0.23227,0.00298,0.0
41027,jungle_chess_2pcs_raw_endgame_complete,0.4097498027381548,0.05293633758388072,0.2300789811866367,0.17091359489705435,-1.4825384469087353,0.03058,0.24701,0.17906,0.05693,0.05493,0.13315,0.17668,0.10263,0.01833,0.0007,0.54999,0.44757,0.00244,0.0
